file,genre,bpm,score_rythme,score_musicalite,commentaire,version,score_rythme_alt,score_musicalite_alt,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,zcr_mean,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms
audio_degraded/drums_760601_107_BPM_Industrial_Drum_Loop__6457__WAV___degraded_rhythm.wav,ambient,[184.5703125],0.0,0.0,Poulolo,degraded_rhythm,0.0,0.0,-178.67897,179.79779,-36.716324,19.721783,-3.0242527,16.861273,-2.456182,12.226137,3.395992,7.870949,0.7338256,4.2016993,3.6492846,0.59035945,0.5452994,0.5904562,0.6566721,0.6195517,0.5549705,0.52890766,0.5437092,0.5618153,0.5077825,0.5474741,0.6487493,0.059822035131987576,2194.046789861057,2472.8874772509894,4190.604301120924,0.106252305
guitar/330925_SomeRevelationIntro2.mp3,pop,[114.84375],80.0,80.0,Noice,,,,-444.9567,158.15948,28.569817,-12.482611,6.4818773,10.932014,-2.664005,-13.628725,-17.056915,-12.897098,-8.095199,-7.506302,-5.7552023,0.18486226,0.31360862,0.6365466,0.4399584,0.26833606,0.21512428,0.18889137,0.12706453,0.15706083,0.36760885,0.24321012,0.16253932,0.03459198261887608,1076.9397587214228,1194.1948211619438,1900.134523595101,0.04683075
audio_degraded/guitar_146277_Primitive_Pedal__degraded_rhythm.wav,pop,[109.95678191],80.0,80.0,Bonne,degraded_rhythm,56.0,80.0,-74.78829,124.92687,-47.388878,22.482845,-3.48614,29.284828,-27.395266,9.300155,-15.022791,11.886999,-16.264496,0.33306688,-10.8654585,0.44957334,0.4487159,0.5868916,0.55196106,0.6758308,0.3986418,0.37536716,0.32964772,0.3097382,0.35253188,0.4477642,0.6173876,0.11472962954600192,3775.786261172452,3659.168140665795,7618.56343704841,0.24618722
audio_degraded/piano_528006_A__-_Piano_Chord__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,Piano,degraded_musicality,100.0,70.0,-567.1457,57.50665,6.2849503,0.9177086,-2.4822667,-15.197059,-19.158487,-20.329756,-20.315313,-18.842585,-20.014061,-16.770258,-6.8912334,0.33468536,0.16653386,0.03931166,0.054013133,0.043159887,0.03075708,0.048321523,0.2725159,0.8750803,0.46731842,0.058190566,0.099980064,0.0255927375483559,2251.4957461948247,2964.406739516657,4489.73532700677,0.02110596
guitar/248175_E_string_01.mp3,simple_note,[100.44642857],100.0,100.0,E,,,,-661.6814,113.75903,63.744343,46.19214,26.40933,20.841267,8.645917,4.363651,-3.604937,-3.8509765,-6.9272065,-6.8041306,-10.267312,0.043459952,0.010429865,0.1283073,0.44122493,0.941902,0.4129404,0.07697345,0.03176488,0.075043224,0.013892416,0.052559357,0.13255791,0.0148447833994709,888.8620947850834,1943.1855357196505,1262.5868055555557,0.004745149
audio_degraded/sfx_629354_2770_1-FP-SWOOSH-SW-TMc_87_D_5.aif__degraded_rhythm.wav,ambient,[206.71875],100.0,100.0,Bizarre,degraded_rhythm,70.0,100.0,-439.3398,-40.882084,-38.16227,18.051344,-22.132393,20.882023,-18.405262,8.157479,-27.794968,8.6642,-12.774754,10.285559,-10.624039,0.5879831,0.5284232,0.5694559,0.53581655,0.5423482,0.567835,0.52848005,0.5331199,0.4319495,0.46932548,0.585473,0.5698325,0.39300537109375,9223.176312927604,4823.0898526860165,14663.774871826172,0.02100255
audio_degraded/voice_507399_VocalTraining_3__Nobody_likes_the_sound_of_their_own_voice_.mp3__degraded_musicality.wav,voice,[132.51201923],80.0,0.0,Monotone,degraded_musicality,80.0,0.0,-409.63254,142.42342,11.927668,25.927324,-15.812413,27.787264,-9.115958,8.159994,-3.002949,-9.12598,3.5021868,-10.0650425,-3.8130338,0.5244572,0.51891375,0.5265796,0.543137,0.52939683,0.52189326,0.46274105,0.41125646,0.4097792,0.42060247,0.42986873,0.4695665,0.0758907686858426,2730.0211940719696,3121.031532868081,5336.660857971557,0.020629562
audio_degraded/drums_760601_107_BPM_Industrial_Drum_Loop__6457__WAV___degraded_musicality.wav,ambient,[120.18531977],0.0,0.0,Poulolo,degraded_musicality,0.0,0.0,-189.13832,187.4665,-33.736862,19.549242,-4.4260135,16.50487,-1.6806903,9.230614,4.8721485,7.5672464,3.9270504,2.8694558,2.6902227,0.60736626,0.66452307,0.6301432,0.58570534,0.56197333,0.59749824,0.5850629,0.5166027,0.56379765,0.6422414,0.56566113,0.5333181,0.05280417458360285,1954.6608584058615,2220.104066660347,3738.935692159201,0.104581214
guitar/616251_63.mp3,simple_note,[101.33272059],100.0,100.0,100,,,,-663.28033,99.18174,15.402482,25.346392,-11.353271,10.774326,-12.971226,10.229005,-5.912717,10.39192,-3.086966,-1.350241,-13.697165,0.023821034,0.066748425,0.4836746,0.98316103,0.48337892,0.05127297,0.0183986,0.013368168,0.012500795,0.059912503,0.2652794,0.06880882,0.050111530908469946,3464.881318831131,4209.65302018651,8239.450723616803,0.002156993
audio_degraded/voice_316464_Human_Good_13__degraded_musicality.wav,voice,[255.68181818],0.0,0.0,Huahh,degraded_musicality,0.0,0.0,-310.80093,104.42233,-31.431826,16.469412,-11.266045,0.35602963,-8.898883,4.434055,9.608462,14.371143,-3.0619352,8.540355,7.5529156,0.48193416,0.6067705,0.74150294,0.6664045,0.6749871,0.6741136,0.70552087,0.6503781,0.61718345,0.5881675,0.63428754,0.5393633,0.023594118514150945,2310.837415558253,3382.6421441013076,4953.71462264151,0.10750177
audio_degraded/piano_665803_Piano_in_11_8_099__degraded_musicality.wav,classical,[132.51201923],70.0,90.0,Ouahh,degraded_musicality,70.0,63.0,-657.69196,86.90965,20.105915,0.7106848,2.5146587,8.705156,17.755608,23.602816,22.461828,10.908964,-2.6566396,-4.38052,5.68776,0.29237682,0.6565029,0.3169594,0.2859058,0.4834272,0.2665445,0.2174184,0.23299189,0.27713782,0.23444247,0.2096395,0.20000494,0.041961669921875,2145.7627030168105,3184.5002175796953,3971.462860107422,0.0045102187
audio_degraded/guitar_130471_Electric_Guitar_6__degraded_musicality.wav,electronic,[112.34714674],60.0,80.0,Electro,degraded_musicality,60.0,56.0,-237.29012,152.89609,-81.79138,12.337756,-22.305874,9.904254,-12.539689,-13.174062,-13.7621565,-5.9798284,6.328271,-1.2891952,0.6362468,0.29159608,0.22219628,0.23120023,0.26240048,0.2651473,0.3059745,0.35043734,0.33792472,0.5919745,0.30825374,0.23704119,0.22281699,0.0683907124533582,2363.6445558295923,2222.5102281959144,4095.743790811567,0.0660007
guitar/792876_7_String_Clean_Guitar_Arp_-_Loopable.mp3,pop,[296.05263158],80.0,90.0,Incrdible,,,,-278.00864,232.89066,13.798472,-7.6929765,34.234924,2.6347437,-23.478037,-0.23568839,19.076868,9.577124,-7.446931,-8.947174,-1.5761566,0.2936408,0.37770987,0.6641165,0.7111187,0.63110507,0.52273786,0.41136214,0.4981524,0.4032287,0.43038893,0.4465459,0.2847052,0.02000534654329609,742.1741261328249,862.2464104666716,1527.86312849162,0.15587673
guitar/550973_clean_guitarr_riff.mp3.mp3,rock,[140.625],90.0,80.0,Daymn,,,,-187.48349,177.95749,-94.54206,26.853611,-26.930357,-14.858832,-9.719531,-15.527731,1.0708654,-13.829225,-9.866552,-12.495839,-8.727626,0.4015827,0.30493125,0.3900196,0.29203206,0.3872334,0.24883723,0.30734843,0.31622088,0.43378782,0.52361095,0.41306522,0.60490125,0.09459824672965116,1531.9114291776536,1222.764112445574,2730.4414970930234,0.09352362
audio_degraded/guitar_368313_clean-guitar-lick__degraded_musicality.wav,pop,[44.55145474],80.0,80.0,Riff,degraded_musicality,80.0,56.0,-386.3702,143.0651,18.470404,6.4429617,22.968245,12.284912,4.1887836,3.3445144,-3.5730968,-7.2778926,-3.402321,-3.7715511,-8.334302,0.2417956,0.37499508,0.25786835,0.20925155,0.25389642,0.22291139,0.25534147,0.26980323,0.36592484,0.39124373,0.2485894,0.19210626,0.020932037051361384,866.5083269424531,1199.0309124733064,1647.6098391089108,0.07351887
audio_degraded/guitar_130475_Time-Stretched_Electric_Guitar_1__degraded_rhythm.wav,electronic,[132.51201923],30.0,50.0,Wtf,degraded_rhythm,21.0,50.0,-190.4591,131.36082,-25.090174,3.9458969,-7.5571404,25.922293,-4.6717114,14.30001,-10.077272,5.884955,-17.503374,5.541576,-4.505019,0.1994819,0.22122815,0.31994686,0.33787218,0.2986607,0.29001325,0.4001227,0.6732459,0.4584288,0.27886263,0.16428319,0.18625255,0.03218333592522263,2531.725511388389,3811.655713472443,5217.160106117404,0.11757101
audio_degraded/percussion_738115_snare_congas_bongos_doumbek_cowbells-5__degraded_musicality.wav,electronic,[119.68085106],100.0,60.0,IA,degraded_musicality,100.0,42.0,-319.87128,157.9105,-5.9444594,11.875868,-34.09522,2.8098702,-6.2471786,-4.7019053,-14.702247,-11.593713,-9.158216,-4.720724,-1.705962,0.46856096,0.4564742,0.60579216,0.5901314,0.49070984,0.4185526,0.35902032,0.41030988,0.45146877,0.37948194,0.41920257,0.55621755,0.04441411444481383,2290.1319194999364,2980.7349068934354,4628.532247340426,0.035711765
guitar/47851_D_Maj.mp3,pop,[80.35714286],100.0,100.0,Pop D,,,,-143.13437,136.7369,-63.046177,107.22338,-8.770717,-2.28891,3.4374728,1.6292566,3.3701766,-8.460041,-7.9013486,-6.2933483,2.6114,0.17462692,0.6175072,0.64538604,0.39868268,0.1429238,0.0815467,0.15685418,0.24576928,0.53509927,0.86559767,0.61939853,0.19462892,0.09222315228174603,1679.536376645898,1604.5167165416726,3487.3511904761904,0.19764225
ambient/327691_ambience_hydroelectric_power_station_Donau_Greifenstein.mp3,,[100.44642857],,,,,,,-291.57965,234.423,-51.731873,17.93312,1.7060853,-17.823942,17.215847,-9.2136545,-2.5794618,3.7480671,-7.1254807,1.0405715,-7.71408,0.42797062,0.5212708,0.6197552,0.7802017,0.76623243,0.72013974,0.6927847,0.67411256,0.5545812,0.5011537,0.4909491,0.4219107,0.03139879667284261,1366.8738320856742,1536.534323784959,2606.4334136729053,0.042389937
audio_degraded/voice_507402_VocalTraining_0__Get_Used_To_Own_Voice_Echo.mp3__degraded_musicality.wav,voice,[198.76802885],80.0,0.0,Monotone,degraded_musicality,80.0,0.0,-379.27927,132.3737,-6.548022,54.348793,-22.837187,19.80802,-10.724056,16.49747,-16.345673,-7.332875,1.475474,-14.507378,-1.8443038,0.45273864,0.47573635,0.48824075,0.50174165,0.49184322,0.53308976,0.5136933,0.46583402,0.44396228,0.36589435,0.37882975,0.4413368,0.08112300207855505,3231.0176196662014,3541.7269074451037,6829.680108586583,0.026095944
audio_degraded/guitar_8390_Clean_E1st_12th__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,simple,degraded_musicality,100.0,70.0,-681.0148,27.0046,10.617896,13.762847,10.582205,7.500216,6.34309,4.899064,3.9191673,3.9043837,4.399585,5.3160625,8.13452,0.337289,0.42131647,0.75596553,0.63347614,0.60290194,0.61877435,0.56361943,0.51369214,0.5022018,0.48148933,0.41319948,0.34144697,0.07081490508780992,4944.529748219601,5406.122415471179,11052.183444440858,0.0037750877
audio_degraded/sfx_317758_SFX_Explosion_19__degraded_rhythm.wav,ambient,[101.33272059],0.0,0.0,Ambient,degraded_rhythm,0.0,0.0,-248.71974,205.53,-15.254011,-0.092419855,0.03818205,16.809706,-12.658056,1.4600118,2.053974,-1.1841173,-7.093108,8.066339,-5.0978928,0.60943997,0.61519,0.6162847,0.5967687,0.5970329,0.61593497,0.58257246,0.5759014,0.555854,0.5866966,0.6195691,0.5927381,0.046440036817528736,1622.8683402169681,2343.3059023041337,2294.152411099138,0.07150811
audio_degraded/piano_665805_Piano_in_11_8_411__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,Simple,degraded_musicality,100.0,70.0,-570.16144,157.54222,52.809906,2.229053,7.813672,15.16979,7.6253743,2.2590692,6.1672735,11.119939,8.903585,1.1643075,-2.2186415,0.5696985,0.43859267,0.395886,0.4975891,0.6168951,0.53888917,0.5009817,0.69966984,0.91509277,0.8501797,0.795138,0.7948218,0.010262784090909092,1491.7438377745425,2284.439390631041,3573.076171875,0.020376166
audio_degraded/guitar_47859_B_min__degraded_rhythm.wav,pop,[96.98275862],100.0,100.0,B min,degraded_rhythm,70.0,100.0,-209.45174,135.36125,-55.172684,99.71966,-2.764545,-9.358104,13.708993,4.9466443,7.4991446,-14.63179,-21.276428,-5.758231,2.46351,0.5952959,0.37480056,0.23877896,0.118742034,0.07016051,0.18191503,0.40718544,0.20635676,0.098135024,0.25204745,0.6269065,0.91213876,0.08601785007911393,1560.1595648039615,1542.0336871983936,3307.3081487341774,0.12402925
audio_degraded/guitar_792876_7_String_Clean_Guitar_Arp_-_Loopable__degraded_musicality.wav,pop,[80.35714286],80.0,90.0,Incrdible,degraded_musicality,80.0,63.0,-322.19812,223.71092,28.796219,-10.427763,29.673136,15.493958,-17.611341,-10.904137,11.2225485,14.734108,1.6085305,-8.171253,-5.588597,0.66400534,0.6879165,0.51180065,0.4600313,0.38801494,0.5017191,0.45841193,0.51587147,0.46725318,0.29129368,0.2655708,0.39377686,0.017677417946927374,665.9329612756768,833.4559110530506,1322.7391759776535,0.11367617
audio_degraded/guitar_47854_F_Maj__degraded_musicality.wav,pop,[80.35714286],100.0,100.0,Pop,degraded_musicality,100.0,70.0,-196.09363,169.59637,-60.262,101.96852,34.114937,-7.6775746,12.218873,0.13394631,9.833886,10.744018,-6.2667027,-7.204498,-4.586314,0.28178823,0.23808256,0.4632195,0.80974406,0.6423254,0.27506754,0.19218472,0.3941224,0.28628716,0.33271816,0.8341003,0.56103265,0.05302526595744681,1127.7945883093462,1308.7371788210166,2671.126994680851,0.19269665
percussion/620247_bongo_opentones_highdrum.flac.mp3,latino,[53.57142857],60.0,70.0,Essai,,,,-496.3755,67.59321,22.11382,19.909657,12.111614,-1.4386913,-0.66573715,1.2637026,1.25117,1.2876002,0.3419421,4.7212086,4.9929137,0.473943,0.41507912,0.3819636,0.40598932,0.62380314,0.40329084,0.33442238,0.3442202,0.42804235,0.57887435,0.63649833,0.5608434,0.08227880177145709,4990.9530653408965,5385.457967593266,11509.68375748503,0.011410146
sfx/322499_Explosion_14a.mp3,ambient,[72.78829225],100.0,100.0,Bizarre,,,,-402.55753,59.95881,27.964088,32.103462,16.926447,13.730863,10.976017,12.258143,7.6260786,8.740637,6.590511,5.9717693,3.7246196,0.7630574,0.75415874,0.71341175,0.6812572,0.68840224,0.6843793,0.65165865,0.6707302,0.7047163,0.72270846,0.70861316,0.72217304,0.0843874007936508,3436.1642637112122,4314.807680057286,6575.716145833333,0.063232645
audio_degraded/guitar_616233_42__degraded_rhythm.wav,simple_note,[123.046875],100.0,100.0,Clean,degraded_rhythm,70.0,100.0,-727.0758,118.07401,71.65941,56.083332,31.010134,28.428835,9.095911,6.7228847,-5.506096,-4.454631,-8.981336,-7.1298676,-9.584434,0.2902436,0.5400836,0.3829441,0.32355908,0.40062958,0.67681354,0.99750096,0.68356866,0.4063162,0.36782792,0.29287657,0.20897433,0.01370165669326241,2022.0040557358582,3741.976244089826,4489.688123337766,0.0032918118
audio_degraded/guitar_130466_Electric_Guitar_4__degraded_rhythm.wav,rock,[172.265625],60.0,60.0,Psychedelic,degraded_rhythm,42.0,60.0,-152.27922,101.153076,-19.373377,1.5472002,-12.305002,31.244923,-11.722242,22.456263,-16.45454,14.443113,-20.262321,14.209878,-10.602411,0.28559208,0.18910751,0.21640003,0.28105304,0.31914937,0.49745578,0.35204422,0.43274978,0.38579214,0.30236349,0.13368808,0.1655527,0.09831670755853994,4503.024130545264,5332.6922786952055,11276.161383006198,0.09785762
drums/760601_107_BPM_Industrial_Drum_Loop_#6457_(WAV).mp3,ambient,[105.46875],0.0,0.0,Poulolo,,,,-141.91486,185.60149,-38.33243,20.58132,-3.2005184,17.155474,-2.3871465,12.739805,3.2962668,8.165623,0.9865592,4.2282996,3.7818635,0.6249946,0.5776937,0.6296094,0.69817966,0.67976695,0.60487247,0.5677921,0.57908064,0.59739345,0.5356727,0.5741193,0.6779387,0.05506871311044631,2152.296688615698,2412.729277646078,4111.908598550695,0.15670173
audio_degraded/guitar_683040_Harmonic_e3__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,100,degraded_musicality,100.0,70.0,-757.1417,56.840183,46.934628,36.578247,27.41627,18.837225,10.818004,3.77664,-2.1078744,-6.7825723,-10.313557,-12.767968,-14.155589,0.1998915,0.6387166,0.96715516,0.5412767,0.11591853,0.050445534,0.05763683,0.07023635,0.0567947,0.04841925,0.046827387,0.05710489,0.019931875197534765,1774.039746762875,3349.485279808186,3189.990234375,0.004750366
audio_degraded/guitar_319235_Clean_Electric_Guitar_Loop__degraded_rhythm.wav,pop,[187.5],50.0,60.0,Saccadé,degraded_rhythm,35.0,60.0,-295.25784,160.48369,-41.53494,39.932816,-22.917627,-31.492924,-11.72993,-8.82984,-11.327974,-9.648781,-6.257358,-3.7357128,-1.6107283,0.14156274,0.3812019,0.14153914,0.1780097,0.20438729,0.13646665,0.22405839,0.12508073,0.2651965,0.089332275,0.16500038,0.14921434,0.06516957505841121,1240.8187475794643,1321.9219041974875,2567.5744742990655,0.07054324
audio_degraded/guitar_47866_F_min__degraded_musicality.wav,pop,[122.2826087],100.0,100.0,Pop F min,degraded_musicality,100.0,70.0,-202.33727,165.73746,-54.581276,93.61588,33.23436,-2.212164,11.384164,-2.109364,4.253358,9.343369,7.473487,5.2046227,5.209724,0.34328863,0.21292898,0.3199594,0.5186189,0.42860028,0.22672498,0.22363293,0.19880614,0.21221091,0.4167085,0.9173734,0.64374,0.039933139054232805,1032.1799414186414,1277.5622907438242,2491.3814484126983,0.20669419
audio_degraded/synth_208500_Analog_Synth_01_F__degraded_rhythm.wav,ambient,[244.56521739],100.0,100.0,Bizarre,degraded_rhythm,70.0,100.0,-523.5536,35.721233,-8.767029,-6.070386,-12.14325,-11.219137,-6.426006,0.9364102,2.7698252,-0.8188758,-5.922582,-3.964691,0.13214192,0.45781976,0.53247935,0.8570667,0.561446,0.47400013,0.48162168,0.4747524,0.4684559,0.46840355,0.4987773,0.57457364,0.54266506,0.05376015940020161,4695.415315354308,5090.830871196207,10143.617691532258,0.013493941
synth/661110_Synth_Bass_Loop_21.mp3,electronic,[63.80208333],100.0,100.0,Ouahhh,,,,-377.82162,115.853355,15.988909,11.57445,11.99924,8.919257,8.375175,5.998006,5.9192896,4.765326,4.417455,3.6992965,3.327254,0.80897623,0.8168503,0.7991977,0.7946305,0.8188407,0.7953295,0.75617725,0.7712008,0.7723236,0.7927979,0.7631572,0.75205225,0.008878246289954338,664.0688349305972,1430.966299727277,1107.173721104452,0.1914819
audio_degraded/guitar_800699_Acoustic_Guitar_Oneshot_Slice_68__degraded_rhythm.wav,jazz,[148.02631579],60.0,80.0,Bossa,degraded_rhythm,42.0,80.0,-354.48514,173.80832,23.443268,31.447838,15.8287945,19.546146,16.501612,8.002441,9.385656,7.892226,5.095318,-4.6347303,-4.3786798,0.37526584,0.24926192,0.25223938,0.4142996,0.34061742,0.2545857,0.27914014,0.37594727,0.5647415,0.7754241,0.83008945,0.6245422,0.013963836984536083,985.1281633549798,2031.6488142819476,1431.6204896907216,0.09949881
audio_degraded/percussion_738115_snare_congas_bongos_doumbek_cowbells-5__degraded_rhythm.wav,electronic,[127.84090909],100.0,60.0,IA,degraded_rhythm,70.0,60.0,-319.33423,152.40468,-11.2442465,4.33417,-35.19597,7.184184,-11.814347,-7.941069,-19.810106,-7.302934,-8.663227,-0.8527839,-9.409042,0.38715065,0.5271692,0.37600568,0.35762864,0.5466698,0.5605456,0.5161241,0.43049467,0.3375584,0.3461655,0.359556,0.31624982,0.049732850812899784,2561.2107467977658,3301.944928270581,5157.7492004264395,0.035784774
audio_degraded/guitar_78423_cl_funky_b1__degraded_rhythm.wav,jazz,[64.59960938],80.0,100.0,Funky,degraded_rhythm,56.0,100.0,-287.27136,161.31999,-55.708405,36.50607,0.20088404,-17.080513,6.839072,-10.081827,-11.261044,-5.7083693,-3.5510848,-3.8107734,-5.5387135,0.47301045,0.6008591,0.41984043,0.33551583,0.37410858,0.557065,0.42580065,0.34832197,0.39890075,0.3640746,0.4291062,0.3549686,0.06563700877320186,2080.574389429608,2103.382834367388,4280.4110852305685,0.07697838
voice/254330_Male_vocal_breathy_aahhh.mp3,voice,[156.25],0.0,0.0,Ahhh,,,,-192.89594,117.29345,-41.716442,1.7853836,-24.581451,39.872128,-23.587088,11.610765,-11.274427,13.999491,-8.997464,22.497793,0.8461659,0.23573734,0.29058528,0.31298822,0.39798832,0.5035169,0.57037544,0.465206,0.39446944,0.5435634,0.79726183,0.51438993,0.33355096,0.08407182835820895,3919.397920529883,4443.7044178539945,8919.54291044776,0.09991214
audio_degraded/guitar_47862_D__min__degraded_musicality.wav,pop,[80.35714286],100.0,100.0,Pop D min,degraded_musicality,100.0,70.0,-217.125,139.53561,-56.116856,83.56823,22.600344,-10.778301,11.120077,6.1401844,3.38391,-14.016176,-13.726684,-3.8833966,-5.6491303,0.58665097,0.99746674,0.46603268,0.17348588,0.10792703,0.042934492,0.04237499,0.12294442,0.2516044,0.070673734,0.04755283,0.2411885,0.04972976603835979,1297.0415410938194,1392.671852999021,2914.558531746032,0.1523978
guitar/47849_C_Maj.mp3,pop,[122.2826087],100.0,100.0,Pop C,,,,-135.45647,128.26889,-65.251335,106.94461,-2.633898,-5.363136,7.5306363,-3.751354,6.114353,-8.72717,-15.061239,0.6771238,-7.764438,0.99090064,0.78873616,0.5858649,0.19509104,0.33737642,0.23773856,0.14303893,0.23531,0.26887488,0.16378233,0.2280229,0.5095495,0.08071001838235294,1739.8734878932187,1652.0266426141254,3609.6883355614973,0.22890633
audio_degraded/guitar_47855_G__Maj__degraded_musicality.wav,pop,[234.375],100.0,100.0,"Pop G
",degraded_musicality,100.0,70.0,-215.09178,159.34511,-49.325783,90.50697,36.35958,-11.252591,6.4715843,-2.5610206,9.562231,9.804889,-4.5414934,-8.933345,-6.9142833,0.31390473,0.5969527,0.3455817,0.20638874,0.24335709,0.5416757,0.89064777,0.54246175,0.29932347,0.15786701,0.16635142,0.1590906,0.0419973544973545,993.9936685762103,1236.5331066576414,2395.9573412698414,0.21317646
guitar/616241_48.mp3,simple_note,[117.45383523],100.0,100.0,100,,,,-692.10394,104.86246,49.560677,45.33028,9.5288,22.70836,-1.1815,11.885478,-4.1846747,5.530763,-7.938387,-2.5362582,-9.894076,0.9928754,0.7560175,0.47508198,0.29168636,0.13429013,0.046957634,0.1293168,0.42363775,0.31691855,0.18619561,0.35761613,0.70336044,0.0246441720545977,2760.0778272695843,4077.262026550317,6803.785021551724,0.00277933
guitar/697731_guitar_loop_heatwave_129_F#min.mp3,pop,[133.92857143],80.0,90.0,Dayum,,,,-285.28693,152.53127,-16.87581,45.530342,-20.325577,-7.1385636,-18.335325,-17.469553,-15.310373,-11.806616,-19.036795,-12.391874,-12.428439,0.09632456,0.23719282,0.24134558,0.113225736,0.1118544,0.1563884,0.5861607,0.24757667,0.17396815,0.14907555,0.072111875,0.213209,0.05188093212750716,1103.929277774735,1327.8953652524647,2189.122940544413,0.08727616
audio_degraded/guitar_641033_Guitar_1.mp3__degraded_rhythm.wav,jazz,[122.2826087],70.0,90.0,Jazz,degraded_rhythm,49.0,90.0,-403.9374,127.96827,21.607616,12.438819,12.567763,-2.3162158,-6.4332747,-2.324492,-5.408362,-4.9376802,-0.04796953,3.5547543,1.7359655,0.21467555,0.4547676,0.19388676,0.10098364,0.16552316,0.21150741,0.46886247,0.30881548,0.22411697,0.29591665,0.19375838,0.2480994,0.03935480442176871,1194.4774793242784,1768.957907118125,2344.467474489796,0.04405055
sfx/322500_Explosion_14b.mp3,ambient,[36.9140625],100.0,100.0,Bizarre,,,,-404.74866,65.68813,24.265501,33.14294,24.671913,19.0943,13.11525,10.604607,11.84492,8.140831,7.5291224,6.06058,6.3831525,0.76920956,0.7660316,0.78061295,0.79735094,0.79701775,0.7807689,0.7233153,0.7045764,0.7070066,0.7268419,0.7155159,0.716093,0.01792240466101695,1775.1781553089922,3144.233047494574,3951.2332825741523,0.06508104
audio_degraded/voice_316464_Human_Good_13__degraded_rhythm.wav,voice,[208.33333333],0.0,0.0,Huahh,degraded_rhythm,0.0,0.0,-305.7913,90.871666,-32.427162,12.734349,-12.128616,-1.2805412,-6.000515,8.763676,13.75215,8.057798,-0.3535885,13.996719,9.509074,0.5367962,0.5190763,0.555791,0.65043706,0.78060824,0.7478113,0.74807614,0.72283345,0.6539755,0.5683549,0.52377975,0.508724,0.03090228456439394,2638.158998111588,3718.4947266695353,5613.991477272727,0.09480658
guitar/167471_HighF.mp3,simple_note,[120.18531977],100.0,100.0,F,,,,-603.61426,73.97726,33.030807,8.730557,1.319287,-7.490848,-19.258463,-22.724045,-17.56206,-13.072069,-15.228828,-21.902082,-26.026072,0.016642284,0.0065741492,0.004991981,0.049340807,0.34640452,0.9895522,0.5474858,0.047148082,0.0041829688,0.004335644,0.008440846,0.0107958475,0.01595473345588235,585.0556279341897,883.7593365937852,667.7319623161765,0.022241144
audio_degraded/piano_665809_Piano_in_11_8_407__degraded_musicality.wav,simple_note,[120.18531977],100.0,100.0,Simple,degraded_musicality,100.0,70.0,-565.27155,156.54178,43.403145,-9.755896,-0.5043884,12.008185,7.444709,1.3531454,1.4176654,2.463749,1.6933684,2.4714882,5.5673785,0.85595345,0.6161448,0.44711128,0.51521456,0.68680257,0.6302918,0.51352113,0.47486472,0.34893835,0.34691548,0.39212018,0.513101,0.01584393436578171,1653.8352965962417,2475.836615558573,3847.7102634126104,0.012370125
audio_degraded/guitar_335159_GTR_RIFF_3_JeffGreer_100bpm__degraded_musicality.wav,jazz,[133.92857143],90.0,90.0,Funk,degraded_musicality,90.0,63.0,-520.0811,107.813995,-35.89169,26.83555,7.5921016,-10.28109,-0.0065091564,0.6810798,-2.4368203,-2.8792913,-10.151456,-6.8640804,0.21610051,0.3911122,0.48319852,0.5780591,0.4346783,0.45192826,0.4140029,0.33571625,0.30694503,0.38934964,0.5127697,0.7305347,0.4523314,0.128102530420354,2363.44923986691,1999.280783356953,4616.306001106194,0.0134015065
audio_degraded/drums_760528_192_BPM_Industrial_Drum_Loop__6431__WAV___degraded_musicality.wav,electronic,[191.40625],90.0,50.0,Drums,degraded_musicality,90.0,35.0,-270.2347,181.4343,9.023088,50.292786,5.359203,19.299559,6.576879,-2.023252,13.8040285,-6.2988634,3.2376816,0.59756476,0.22730799,0.5532276,0.609225,0.61370695,0.63432777,0.63475597,0.6637562,0.6759494,0.7315745,0.7230861,0.7109577,0.6421858,0.5788342,0.010914955227668213,941.7947926439276,1915.0910331897683,1665.4258922745069,0.12337618
"ambient/347829_Mayakovsky_theatre_main_stage_musicians_rehearsal,_ambience,_stage_workers_XY_mics.mp3",,[122.2826087],,,,,,,-442.18686,148.3958,1.7200763,-14.522771,2.5611634,0.17451154,-0.07893947,-0.96613395,-5.250733,-5.8046303,-4.5647917,-3.0415943,0.011962277,0.3731597,0.4571164,0.36572948,0.39021635,0.4008017,0.48926908,0.5269267,0.36157188,0.37181216,0.3842617,0.49732235,0.40644,0.043372578019639244,1948.0252111048328,2545.9230256862234,3531.962861291608,0.015810963
